sample_index,sample_id,source_index,role
1235,ODH_charity_0616:row:1235,7235,validation
1236,ODH_charity_0616:row:1236,7238,u0
1237,ODH_charity_0616:row:1237,7239,u0
1238,ODH_charity_0616:row:1238,7242,test
1239,ODH_charity_0616:row:1239,7243,validation
1240,ODH_charity_0616:row:1240,7254,u0
1241,ODH_charity_0616:row:1241,7257,u0
1242,ODH_charity_0616:row:1242,7258,u0
1243,ODH_charity_0616:row:1243,7261,u0
1244,ODH_charity_0616:row:1244,7262,u0
1245,ODH_charity_0616:row:1245,7263,u0
1246,ODH_charity_0616:row:1246,7264,u0
1247,ODH_charity_0616:row:1247,7265,u0
1248,ODH_charity_0616:row:1248,7277,u0
1249,ODH_charity_0616:row:1249,7278,u0
1250,ODH_charity_0616:row:1250,7281,u0
1251,ODH_charity_0616:row:1251,7282,u0
1252,ODH_charity_0616:row:1252,7290,u0
1253,ODH_charity_0616:row:1253,7291,l0
1254,ODH_charity_0616:row:1254,7299,u0
1255,ODH_charity_0616:row:1255,7300,u0
1256,ODH_charity_0616:row:1256,7310,u0
1257,ODH_charity_0616:row:1257,7311,l0
1258,ODH_charity_0616:row:1258,7322,u0
1259,ODH_charity_0616:row:1259,7323,u0
1260,ODH_charity_0616:row:1260,7326,test
1261,ODH_charity_0616:row:1261,7327,u0
1262,ODH_charity_0616:row:1262,7350,test
1263,ODH_charity_0616:row:1263,7351,u0
1264,ODH_charity_0616:row:1264,7356,u0
1265,ODH_charity_0616:row:1265,7357,u0
1266,ODH_charity_0616:row:1266,7358,u0
1267,ODH_charity_0616:row:1267,7359,u0
1268,ODH_charity_0616:row:1268,7360,u0
1269,ODH_charity_0616:row:1269,7361,u0
1270,ODH_charity_0616:row:1270,7364,u0
1271,ODH_charity_0616:row:1271,7365,test
1272,ODH_charity_0616:row:1272,7378,u0
1273,ODH_charity_0616:row:1273,7379,u0
1274,ODH_charity_0616:row:1274,7388,u0
1275,ODH_charity_0616:row:1275,7389,test
1276,ODH_charity_0616:row:1276,7400,u0
1277,ODH_charity_0616:row:1277,7401,u0
1278,ODH_charity_0616:row:1278,7402,u0
1279,ODH_charity_0616:row:1279,7403,u0
1280,ODH_charity_0616:row:1280,7424,u0
1281,ODH_charity_0616:row:1281,7425,u0
1282,ODH_charity_0616:row:1282,7437,u0
1283,ODH_charity_0616:row:1283,7438,u0
1284,ODH_charity_0616:row:1284,7441,u0
1285,ODH_charity_0616:row:1285,7442,u0
1286,ODH_charity_0616:row:1286,7443,test
1287,ODH_charity_0616:row:1287,7444,u0
1288,ODH_charity_0616:row:1288,7452,u0
1289,ODH_charity_0616:row:1289,7453,u0
1290,ODH_charity_0616:row:1290,7456,u0
1291,ODH_charity_0616:row:1291,7457,u0
1292,ODH_charity_0616:row:1292,7458,u0
1293,ODH_charity_0616:row:1293,7484,validation
1294,ODH_charity_0616:row:1294,7485,l0
1295,ODH_charity_0616:row:1295,7498,u0
1296,ODH_charity_0616:row:1296,7499,u0
1297,ODH_charity_0616:row:1297,7512,u0
1298,ODH_charity_0616:row:1298,7513,u0
1299,ODH_charity_0616:row:1299,7523,u0
1300,ODH_charity_0616:row:1300,7524,u0
1301,ODH_charity_0616:row:1301,7525,u0
1302,ODH_charity_0616:row:1302,7526,u0
1303,ODH_charity_0616:row:1303,7529,u0
1304,ODH_charity_0616:row:1304,7530,u0
1305,ODH_charity_0616:row:1305,7535,u0
1306,ODH_charity_0616:row:1306,7536,u0
1307,ODH_charity_0616:row:1307,7537,u0
1308,ODH_charity_0616:row:1308,7538,l0
1309,ODH_charity_0616:row:1309,7546,u0
1310,ODH_charity_0616:row:1310,7547,u0
1311,ODH_charity_0616:row:1311,7548,validation
1312,ODH_charity_0616:row:1312,7549,u0
1313,ODH_charity_0616:row:1313,7556,u0
1314,ODH_charity_0616:row:1314,7557,u0
1315,ODH_charity_0616:row:1315,7566,u0
1316,ODH_charity_0616:row:1316,7567,u0
1317,ODH_charity_0616:row:1317,7620,u0
1318,ODH_charity_0616:row:1318,7621,u0
1319,ODH_charity_0616:row:1319,7646,u0
1320,ODH_charity_0616:row:1320,7647,u0
1321,ODH_charity_0616:row:1321,7659,u0
1322,ODH_charity_0616:row:1322,7660,l0
1323,ODH_charity_0616:row:1323,7663,u0
1324,ODH_charity_0616:row:1324,7664,u0
1325,ODH_charity_0616:row:1325,7665,u0
1326,ODH_charity_0616:row:1326,7666,u0
1327,ODH_charity_0616:row:1327,7676,u0
1328,ODH_charity_0616:row:1328,7677,u0
1329,ODH_charity_0616:row:1329,7679,u0
1330,ODH_charity_0616:row:1330,7680,test
1331,ODH_charity_0616:row:1331,7681,u0
1332,ODH_charity_0616:row:1332,7684,l0
1333,ODH_charity_0616:row:1333,7685,u0
1334,ODH_charity_0616:row:1334,7686,u0
1335,ODH_charity_0616:row:1335,7707,l0
1336,ODH_charity_0616:row:1336,7708,u0
1337,ODH_charity_0616:row:1337,7709,u0
1338,ODH_charity_0616:row:1338,7710,u0
1339,ODH_charity_0616:row:1339,7732,u0
1340,ODH_charity_0616:row:1340,7733,u0
1341,ODH_charity_0616:row:1341,7746,u0
1342,ODH_charity_0616:row:1342,7747,u0
1343,ODH_charity_0616:row:1343,7764,test
1344,ODH_charity_0616:row:1344,7765,u0
1345,ODH_charity_0616:row:1345,7774,u0
1346,ODH_charity_0616:row:1346,7775,l0
1347,ODH_charity_0616:row:1347,7780,u0
1348,ODH_charity_0616:row:1348,7781,u0
1349,ODH_charity_0616:row:1349,7793,u0
1350,ODH_charity_0616:row:1350,7794,validation
1351,ODH_charity_0616:row:1351,7795,u0
1352,ODH_charity_0616:row:1352,7796,u0
1353,ODH_charity_0616:row:1353,7811,u0
1354,ODH_charity_0616:row:1354,7812,u0
1355,ODH_charity_0616:row:1355,7814,u0
1356,ODH_charity_0616:row:1356,7815,validation
1357,ODH_charity_0616:row:1357,7829,u0
1358,ODH_charity_0616:row:1358,7830,u0
1359,ODH_charity_0616:row:1359,7837,u0
1360,ODH_charity_0616:row:1360,7838,u0
1361,ODH_charity_0616:row:1361,7843,l0
1362,ODH_charity_0616:row:1362,7846,u0
1363,ODH_charity_0616:row:1363,7847,u0
1364,ODH_charity_0616:row:1364,7851,l0
1365,ODH_charity_0616:row:1365,7852,test
1366,ODH_charity_0616:row:1366,7861,u0
1367,ODH_charity_0616:row:1367,7862,u0
1368,ODH_charity_0616:row:1368,7884,validation
1369,ODH_charity_0616:row:1369,7885,u0
1370,ODH_charity_0616:row:1370,7888,u0
1371,ODH_charity_0616:row:1371,7889,u0
1372,ODH_charity_0616:row:1372,7896,test
1373,ODH_charity_0616:row:1373,7897,u0
1374,ODH_charity_0616:row:1374,7898,u0
1375,ODH_charity_0616:row:1375,7899,u0
1376,ODH_charity_0616:row:1376,7900,test
1377,ODH_charity_0616:row:1377,7901,l0
1378,ODH_charity_0616:row:1378,7931,u0
1379,ODH_charity_0616:row:1379,7932,u0
1380,ODH_charity_0616:row:1380,7939,u0
1381,ODH_charity_0616:row:1381,7940,u0
1382,ODH_charity_0616:row:1382,7971,u0
1383,ODH_charity_0616:row:1383,7972,validation
1384,ODH_charity_0616:row:1384,7984,u0
1385,ODH_charity_0616:row:1385,8007,u0
1386,ODH_charity_0616:row:1386,8008,u0
1387,ODH_charity_0616:row:1387,8009,u0
1388,ODH_charity_0616:row:1388,8010,u0
1389,ODH_charity_0616:row:1389,8011,u0
1390,ODH_charity_0616:row:1390,8018,u0
1391,ODH_charity_0616:row:1391,8019,u0
1392,ODH_charity_0616:row:1392,8031,u0
1393,ODH_charity_0616:row:1393,8032,u0
1394,ODH_charity_0616:row:1394,8042,u0
1395,ODH_charity_0616:row:1395,8043,u0
1396,ODH_charity_0616:row:1396,8044,u0
1397,ODH_charity_0616:row:1397,8045,u0
1398,ODH_charity_0616:row:1398,8060,u0
1399,ODH_charity_0616:row:1399,8061,u0
1400,ODH_charity_0616:row:1400,8076,u0
1401,ODH_charity_0616:row:1401,8077,u0
1402,ODH_charity_0616:row:1402,8084,u0
1403,ODH_charity_0616:row:1403,8085,u0
1404,ODH_charity_0616:row:1404,8088,test
1405,ODH_charity_0616:row:1405,8089,u0
1406,ODH_charity_0616:row:1406,8093,u0
1407,ODH_charity_0616:row:1407,8109,u0
1408,ODH_charity_0616:row:1408,8110,l0
1409,ODH_charity_0616:row:1409,8118,u0
1410,ODH_charity_0616:row:1410,8119,u0
1411,ODH_charity_0616:row:1411,8120,u0
1412,ODH_charity_0616:row:1412,8123,validation
1413,ODH_charity_0616:row:1413,8124,u0
1414,ODH_charity_0616:row:1414,8125,u0
1415,ODH_charity_0616:row:1415,8126,u0
1416,ODH_charity_0616:row:1416,8147,u0
1417,ODH_charity_0616:row:1417,8148,u0
1418,ODH_charity_0616:row:1418,8169,u0
1419,ODH_charity_0616:row:1419,8170,u0
1420,ODH_charity_0616:row:1420,8176,u0
1421,ODH_charity_0616:row:1421,8177,validation
1422,ODH_charity_0616:row:1422,8195,u0
1423,ODH_charity_0616:row:1423,8196,u0
1424,ODH_charity_0616:row:1424,8197,u0
1425,ODH_charity_0616:row:1425,8198,test
1426,ODH_charity_0616:row:1426,8221,u0
1427,ODH_charity_0616:row:1427,8222,validation
1428,ODH_charity_0616:row:1428,8249,u0
1429,ODH_charity_0616:row:1429,8250,u0
1430,ODH_charity_0616:row:1430,8264,u0
1431,ODH_charity_0616:row:1431,8265,validation
1432,ODH_charity_0616:row:1432,8276,u0
1433,ODH_charity_0616:row:1433,8277,u0
1434,ODH_charity_0616:row:1434,8280,u0
1435,ODH_charity_0616:row:1435,8281,u0
1436,ODH_charity_0616:row:1436,8290,u0
1437,ODH_charity_0616:row:1437,8291,u0
1438,ODH_charity_0616:row:1438,8298,u0
1439,ODH_charity_0616:row:1439,8299,l0
1440,ODH_charity_0616:row:1440,8323,l0
1441,ODH_charity_0616:row:1441,8324,u0
1442,ODH_charity_0616:row:1442,8329,u0
1443,ODH_charity_0616:row:1443,8330,u0
1444,ODH_charity_0616:row:1444,8331,u0
1445,ODH_charity_0616:row:1445,8332,u0
1446,ODH_charity_0616:row:1446,8338,test
1447,ODH_charity_0616:row:1447,8339,test
1448,ODH_charity_0616:row:1448,8340,u0
1449,ODH_charity_0616:row:1449,8341,u0
1450,ODH_charity_0616:row:1450,8348,test
1451,ODH_charity_0616:row:1451,8349,u0
1452,ODH_charity_0616:row:1452,8350,u0
1453,ODH_charity_0616:row:1453,8351,u0
1454,ODH_charity_0616:row:1454,8363,u0
1455,ODH_charity_0616:row:1455,8364,validation
1456,ODH_charity_0616:row:1456,8365,u0
1457,ODH_charity_0616:row:1457,8366,u0
1458,ODH_charity_0616:row:1458,8373,u0
1459,ODH_charity_0616:row:1459,8374,u0
1460,ODH_charity_0616:row:1460,8375,u0
1461,ODH_charity_0616:row:1461,8376,u0
1462,ODH_charity_0616:row:1462,8379,u0
1463,ODH_charity_0616:row:1463,8380,u0
1464,ODH_charity_0616:row:1464,8381,u0
1465,ODH_charity_0616:row:1465,8382,u0
1466,ODH_charity_0616:row:1466,8394,u0
1467,ODH_charity_0616:row:1467,8395,l0
1468,ODH_charity_0616:row:1468,8396,l0
1469,ODH_charity_0616:row:1469,8397,u0
1470,ODH_charity_0616:row:1470,8407,u0
1471,ODH_charity_0616:row:1471,8408,u0
1472,ODH_charity_0616:row:1472,8409,l0
1473,ODH_charity_0616:row:1473,8410,u0
1474,ODH_charity_0616:row:1474,8416,l0
1475,ODH_charity_0616:row:1475,8417,u0
1476,ODH_charity_0616:row:1476,8418,u0
1477,ODH_charity_0616:row:1477,8419,u0
1478,ODH_charity_0616:row:1478,8420,u0
1479,ODH_charity_0616:row:1479,8421,u0
1480,ODH_charity_0616:row:1480,8424,u0
1481,ODH_charity_0616:row:1481,8425,test
1482,ODH_charity_0616:row:1482,8426,u0
1483,ODH_charity_0616:row:1483,8427,u0
1484,ODH_charity_0616:row:1484,8431,u0
1485,ODH_charity_0616:row:1485,8432,u0
1486,ODH_charity_0616:row:1486,8439,u0
1487,ODH_charity_0616:row:1487,8440,l0
1488,ODH_charity_0616:row:1488,8443,test
1489,ODH_charity_0616:row:1489,8444,u0
1490,ODH_charity_0616:row:1490,8452,u0
1491,ODH_charity_0616:row:1491,8453,u0
1492,ODH_charity_0616:row:1492,8459,u0
1493,ODH_charity_0616:row:1493,8460,u0
1494,ODH_charity_0616:row:1494,8461,u0
1495,ODH_charity_0616:row:1495,8462,u0
1496,ODH_charity_0616:row:1496,8475,u0
1497,ODH_charity_0616:row:1497,8490,u0
1498,ODH_charity_0616:row:1498,8491,u0
1499,ODH_charity_0616:row:1499,8516,u0
1500,ODH_charity_0616:row:1500,8517,u0
1501,ODH_charity_0616:row:1501,8520,validation
1502,ODH_charity_0616:row:1502,8521,u0
1503,ODH_charity_0616:row:1503,8526,u0
1504,ODH_charity_0616:row:1504,8527,u0
1505,ODH_charity_0616:row:1505,8530,validation
1506,ODH_charity_0616:row:1506,8531,u0
1507,ODH_charity_0616:row:1507,8536,u0
1508,ODH_charity_0616:row:1508,8537,u0
1509,ODH_charity_0616:row:1509,8541,u0
1510,ODH_charity_0616:row:1510,8542,u0
1511,ODH_charity_0616:row:1511,8556,u0
1512,ODH_charity_0616:row:1512,8557,u0
1513,ODH_charity_0616:row:1513,8558,u0
1514,ODH_charity_0616:row:1514,8559,u0
1515,ODH_charity_0616:row:1515,8568,u0
1516,ODH_charity_0616:row:1516,8569,u0
1517,ODH_charity_0616:row:1517,8576,test
1518,ODH_charity_0616:row:1518,8577,u0
1519,ODH_charity_0616:row:1519,8588,test
1520,ODH_charity_0616:row:1520,8589,u0
1521,ODH_charity_0616:row:1521,8598,u0
1522,ODH_charity_0616:row:1522,8599,u0
1523,ODH_charity_0616:row:1523,8615,u0
1524,ODH_charity_0616:row:1524,8618,u0
1525,ODH_charity_0616:row:1525,8619,u0
1526,ODH_charity_0616:row:1526,8657,u0
1527,ODH_charity_0616:row:1527,8658,l0
1528,ODH_charity_0616:row:1528,8668,u0
1529,ODH_charity_0616:row:1529,8669,u0
1530,ODH_charity_0616:row:1530,8676,u0
1531,ODH_charity_0616:row:1531,8677,l0
1532,ODH_charity_0616:row:1532,8695,u0
1533,ODH_charity_0616:row:1533,8696,u0
1534,ODH_charity_0616:row:1534,8698,u0
1535,ODH_charity_0616:row:1535,8699,l0
1536,ODH_charity_0616:row:1536,8706,u0
1537,ODH_charity_0616:row:1537,8715,u0
1538,ODH_charity_0616:row:1538,8716,l0
1539,ODH_charity_0616:row:1539,8728,u0
1540,ODH_charity_0616:row:1540,8745,u0
1541,ODH_charity_0616:row:1541,8746,u0
1542,ODH_charity_0616:row:1542,8749,u0
1543,ODH_charity_0616:row:1543,8750,u0
1544,ODH_charity_0616:row:1544,8755,u0
1545,ODH_charity_0616:row:1545,8756,u0
1546,ODH_charity_0616:row:1546,8757,u0
1547,ODH_charity_0616:row:1547,8758,u0
1548,ODH_charity_0616:row:1548,8759,u0
1549,ODH_charity_0616:row:1549,8760,test
1550,ODH_charity_0616:row:1550,8791,u0
1551,ODH_charity_0616:row:1551,8792,u0
1552,ODH_charity_0616:row:1552,8816,u0
1553,ODH_charity_0616:row:1553,8817,u0
1554,ODH_charity_0616:row:1554,8820,u0
1555,ODH_charity_0616:row:1555,8821,u0
1556,ODH_charity_0616:row:1556,8831,test
1557,ODH_charity_0616:row:1557,8832,u0
1558,ODH_charity_0616:row:1558,8875,validation
1559,ODH_charity_0616:row:1559,8876,u0
1560,ODH_charity_0616:row:1560,8888,validation
1561,ODH_charity_0616:row:1561,8889,u0
1562,ODH_charity_0616:row:1562,8896,u0
1563,ODH_charity_0616:row:1563,8897,l0
1564,ODH_charity_0616:row:1564,8905,u0
1565,ODH_charity_0616:row:1565,8906,u0
1566,ODH_charity_0616:row:1566,8921,u0
1567,ODH_charity_0616:row:1567,8922,l0
1568,ODH_charity_0616:row:1568,8928,u0
1569,ODH_charity_0616:row:1569,8929,u0
1570,ODH_charity_0616:row:1570,8930,u0
1571,ODH_charity_0616:row:1571,8931,u0
1572,ODH_charity_0616:row:1572,8939,u0
1573,ODH_charity_0616:row:1573,8940,u0
1574,ODH_charity_0616:row:1574,8943,u0
1575,ODH_charity_0616:row:1575,8944,u0
1576,ODH_charity_0616:row:1576,8947,u0
1577,ODH_charity_0616:row:1577,8948,u0
1578,ODH_charity_0616:row:1578,8953,u0
1579,ODH_charity_0616:row:1579,8954,u0
1580,ODH_charity_0616:row:1580,8958,u0
1581,ODH_charity_0616:row:1581,8959,test
1582,ODH_charity_0616:row:1582,8969,u0
1583,ODH_charity_0616:row:1583,8970,u0
1584,ODH_charity_0616:row:1584,8985,u0
1585,ODH_charity_0616:row:1585,8986,u0
1586,ODH_charity_0616:row:1586,8987,u0
1587,ODH_charity_0616:row:1587,8988,u0
1588,ODH_charity_0616:row:1588,8994,u0
1589,ODH_charity_0616:row:1589,8995,validation
1590,ODH_charity_0616:row:1590,9047,u0
1591,ODH_charity_0616:row:1591,9048,u0
1592,ODH_charity_0616:row:1592,9059,u0
1593,ODH_charity_0616:row:1593,9060,u0
1594,ODH_charity_0616:row:1594,9065,u0
1595,ODH_charity_0616:row:1595,9066,u0
1596,ODH_charity_0616:row:1596,9067,u0
1597,ODH_charity_0616:row:1597,9070,u0
1598,ODH_charity_0616:row:1598,9071,u0
1599,ODH_charity_0616:row:1599,9072,u0
1600,ODH_charity_0616:row:1600,9073,u0
1601,ODH_charity_0616:row:1601,9081,u0
1602,ODH_charity_0616:row:1602,9082,test
1603,ODH_charity_0616:row:1603,9085,validation
1604,ODH_charity_0616:row:1604,9087,u0
1605,ODH_charity_0616:row:1605,9088,test
1606,ODH_charity_0616:row:1606,9094,u0
1607,ODH_charity_0616:row:1607,9117,u0
1608,ODH_charity_0616:row:1608,9118,u0
1609,ODH_charity_0616:row:1609,9139,u0
1610,ODH_charity_0616:row:1610,9143,u0
1611,ODH_charity_0616:row:1611,9144,l0
1612,ODH_charity_0616:row:1612,9156,u0
1613,ODH_charity_0616:row:1613,9157,u0
1614,ODH_charity_0616:row:1614,9174,u0
1615,ODH_charity_0616:row:1615,9175,u0
1616,ODH_charity_0616:row:1616,9183,u0
1617,ODH_charity_0616:row:1617,9184,u0
1618,ODH_charity_0616:row:1618,9187,u0
1619,ODH_charity_0616:row:1619,9188,u0
1620,ODH_charity_0616:row:1620,9216,u0
1621,ODH_charity_0616:row:1621,9217,u0
1622,ODH_charity_0616:row:1622,9218,u0
1623,ODH_charity_0616:row:1623,9219,u0
1624,ODH_charity_0616:row:1624,9226,u0
1625,ODH_charity_0616:row:1625,9227,u0
1626,ODH_charity_0616:row:1626,9230,u0
1627,ODH_charity_0616:row:1627,9235,l0
1628,ODH_charity_0616:row:1628,9236,u0
1629,ODH_charity_0616:row:1629,9259,u0
1630,ODH_charity_0616:row:1630,9260,u0
1631,ODH_charity_0616:row:1631,9261,u0
1632,ODH_charity_0616:row:1632,9262,u0
1633,ODH_charity_0616:row:1633,9285,u0
1634,ODH_charity_0616:row:1634,9286,u0
1635,ODH_charity_0616:row:1635,9287,u0
1636,ODH_charity_0616:row:1636,9298,u0
1637,ODH_charity_0616:row:1637,9299,u0
1638,ODH_charity_0616:row:1638,9303,l0
1639,ODH_charity_0616:row:1639,9304,u0
1640,ODH_charity_0616:row:1640,9305,u0
1641,ODH_charity_0616:row:1641,9306,u0
1642,ODH_charity_0616:row:1642,9319,l0
1643,ODH_charity_0616:row:1643,9320,u0
1644,ODH_charity_0616:row:1644,9341,u0
1645,ODH_charity_0616:row:1645,9342,u0
1646,ODH_charity_0616:row:1646,9347,u0
1647,ODH_charity_0616:row:1647,9348,test
1648,ODH_charity_0616:row:1648,9351,validation
1649,ODH_charity_0616:row:1649,9352,u0
1650,ODH_charity_0616:row:1650,9358,u0
1651,ODH_charity_0616:row:1651,9359,u0
1652,ODH_charity_0616:row:1652,9363,u0
1653,ODH_charity_0616:row:1653,9364,u0
1654,ODH_charity_0616:row:1654,9365,l0
1655,ODH_charity_0616:row:1655,9366,u0
1656,ODH_charity_0616:row:1656,9388,u0
1657,ODH_charity_0616:row:1657,9389,u0
1658,ODH_charity_0616:row:1658,9399,u0
1659,ODH_charity_0616:row:1659,9400,u0
1660,ODH_charity_0616:row:1660,9401,u0
1661,ODH_charity_0616:row:1661,9402,u0
1662,ODH_charity_0616:row:1662,9406,u0
1663,ODH_charity_0616:row:1663,9407,u0
1664,ODH_charity_0616:row:1664,9422,u0
1665,ODH_charity_0616:row:1665,9423,validation
1666,ODH_charity_0616:row:1666,9424,u0
1667,ODH_charity_0616:row:1667,9429,u0
1668,ODH_charity_0616:row:1668,9430,u0
1669,ODH_charity_0616:row:1669,9433,u0
1670,ODH_charity_0616:row:1670,9434,u0
1671,ODH_charity_0616:row:1671,9439,u0
1672,ODH_charity_0616:row:1672,9440,u0
1673,ODH_charity_0616:row:1673,9441,l0
1674,ODH_charity_0616:row:1674,9442,u0
1675,ODH_charity_0616:row:1675,9457,test
1676,ODH_charity_0616:row:1676,9458,test
1677,ODH_charity_0616:row:1677,9470,u0
1678,ODH_charity_0616:row:1678,9471,u0
1679,ODH_charity_0616:row:1679,9472,u0
1680,ODH_charity_0616:row:1680,9478,u0
1681,ODH_charity_0616:row:1681,9479,l0
1682,ODH_charity_0616:row:1682,9496,u0
1683,ODH_charity_0616:row:1683,9497,u0
1684,ODH_charity_0616:row:1684,9504,l0
1685,ODH_charity_0616:row:1685,9505,u0
1686,ODH_charity_0616:row:1686,9527,u0
1687,ODH_charity_0616:row:1687,9528,u0
1688,ODH_charity_0616:row:1688,9550,u0
1689,ODH_charity_0616:row:1689,9551,u0
1690,ODH_charity_0616:row:1690,9574,u0
1691,ODH_charity_0616:row:1691,9575,test
1692,ODH_charity_0616:row:1692,9580,u0
1693,ODH_charity_0616:row:1693,9581,u0
1694,ODH_charity_0616:row:1694,9582,u0
1695,ODH_charity_0616:row:1695,9583,u0
1696,ODH_charity_0616:row:1696,9586,u0
1697,ODH_charity_0616:row:1697,9587,u0
1698,ODH_charity_0616:row:1698,9588,l0
1699,ODH_charity_0616:row:1699,9589,validation
1700,ODH_charity_0616:row:1700,9598,u0
1701,ODH_charity_0616:row:1701,9599,u0
1702,ODH_charity_0616:row:1702,9608,l0
1703,ODH_charity_0616:row:1703,9609,u0
1704,ODH_charity_0616:row:1704,9612,u0
1705,ODH_charity_0616:row:1705,9613,u0
1706,ODH_charity_0616:row:1706,9620,u0
1707,ODH_charity_0616:row:1707,9621,u0
1708,ODH_charity_0616:row:1708,9628,u0
1709,ODH_charity_0616:row:1709,9631,validation
1710,ODH_charity_0616:row:1710,9632,u0
1711,ODH_charity_0616:row:1711,9635,l0
1712,ODH_charity_0616:row:1712,9636,u0
1713,ODH_charity_0616:row:1713,9649,validation
1714,ODH_charity_0616:row:1714,9650,u0
1715,ODH_charity_0616:row:1715,9655,u0
1716,ODH_charity_0616:row:1716,9656,validation
1717,ODH_charity_0616:row:1717,9668,u0
1718,ODH_charity_0616:row:1718,9669,u0
1719,ODH_charity_0616:row:1719,9672,u0
1720,ODH_charity_0616:row:1720,9673,u0
1721,ODH_charity_0616:row:1721,9681,u0
1722,ODH_charity_0616:row:1722,9682,l0
1723,ODH_charity_0616:row:1723,9687,u0
1724,ODH_charity_0616:row:1724,9688,test
1725,ODH_charity_0616:row:1725,9691,u0
1726,ODH_charity_0616:row:1726,9692,u0
1727,ODH_charity_0616:row:1727,9693,test
1728,ODH_charity_0616:row:1728,9694,u0
1729,ODH_charity_0616:row:1729,9699,u0
1730,ODH_charity_0616:row:1730,9700,u0
1731,ODH_charity_0616:row:1731,9707,u0
1732,ODH_charity_0616:row:1732,9708,u0
1733,ODH_charity_0616:row:1733,9731,u0
1734,ODH_charity_0616:row:1734,9732,u0
1735,ODH_charity_0616:row:1735,9742,u0
1736,ODH_charity_0616:row:1736,9743,u0
1737,ODH_charity_0616:row:1737,9744,u0
1738,ODH_charity_0616:row:1738,9745,u0
1739,ODH_charity_0616:row:1739,9765,u0
1740,ODH_charity_0616:row:1740,9770,u0
1741,ODH_charity_0616:row:1741,9771,test
1742,ODH_charity_0616:row:1742,9777,u0
1743,ODH_charity_0616:row:1743,9778,u0
1744,ODH_charity_0616:row:1744,9783,u0
1745,ODH_charity_0616:row:1745,9784,u0
1746,ODH_charity_0616:row:1746,9792,u0
1747,ODH_charity_0616:row:1747,9793,u0
1748,ODH_charity_0616:row:1748,9799,u0
1749,ODH_charity_0616:row:1749,9800,excluded
1750,ODH_charity_0616:row:1750,9801,u0
1751,ODH_charity_0616:row:1751,9802,excluded
1752,ODH_charity_0616:row:1752,9822,u0
1753,ODH_charity_0616:row:1753,9823,u0
1754,ODH_charity_0616:row:1754,9824,u0
1755,ODH_charity_0616:row:1755,9825,u0
1756,ODH_charity_0616:row:1756,9851,u0
1757,ODH_charity_0616:row:1757,9852,u0
1758,ODH_charity_0616:row:1758,9856,u0
1759,ODH_charity_0616:row:1759,9857,u0
1760,ODH_charity_0616:row:1760,9879,u0
1761,ODH_charity_0616:row:1761,9880,u0
1762,ODH_charity_0616:row:1762,9895,u0
1763,ODH_charity_0616:row:1763,9896,u0
1764,ODH_charity_0616:row:1764,9921,u0
1765,ODH_charity_0616:row:1765,9922,u0
1766,ODH_charity_0616:row:1766,9923,l0
1767,ODH_charity_0616:row:1767,9924,u0
1768,ODH_charity_0616:row:1768,9931,u0
1769,ODH_charity_0616:row:1769,9932,u0
1770,ODH_charity_0616:row:1770,9935,u0
1771,ODH_charity_0616:row:1771,9936,u0
1772,ODH_charity_0616:row:1772,9967,validation
1773,ODH_charity_0616:row:1773,9968,u0
1774,ODH_charity_0616:row:1774,9975,u0
1775,ODH_charity_0616:row:1775,9976,u0
1776,ODH_charity_0616:row:1776,9979,u0
1777,ODH_charity_0616:row:1777,9980,u0
1778,ODH_charity_0616:row:1778,9981,u0
1779,ODH_charity_0616:row:1779,9982,u0
1780,ODH_charity_0616:row:1780,9983,u0
1781,ODH_charity_0616:row:1781,9984,u0
1782,ODH_charity_0616:row:1782,9991,u0
1783,ODH_charity_0616:row:1783,9996,u0
1784,ODH_charity_0616:row:1784,9997,u0
1785,ODH_charity_0616:row:1785,9998,u0
1786,ODH_charity_0616:row:1786,9999,u0
1787,ODH_charity_0616:row:1787,10000,l0
1788,ODH_charity_0616:row:1788,10001,u0
1789,ODH_charity_0616:row:1789,10008,u0
1790,ODH_charity_0616:row:1790,10009,u0
1791,ODH_charity_0616:row:1791,10010,u0
1792,ODH_charity_0616:row:1792,10011,validation
1793,ODH_charity_0616:row:1793,10012,u0
1794,ODH_charity_0616:row:1794,10013,u0
1795,ODH_charity_0616:row:1795,10018,l0
1796,ODH_charity_0616:row:1796,10019,validation
1797,ODH_charity_0616:row:1797,10038,u0
1798,ODH_charity_0616:row:1798,10039,u0
1799,ODH_charity_0616:row:1799,10057,u0
1800,ODH_charity_0616:row:1800,10091,u0
1801,ODH_charity_0616:row:1801,10092,u0
1802,ODH_charity_0616:row:1802,10097,test
1803,ODH_charity_0616:row:1803,10098,l0
1804,ODH_charity_0616:row:1804,10108,u0
1805,ODH_charity_0616:row:1805,10109,u0
1806,ODH_charity_0616:row:1806,10110,u0
1807,ODH_charity_0616:row:1807,10111,u0
1808,ODH_charity_0616:row:1808,10112,validation
1809,ODH_charity_0616:row:1809,10113,u0
1810,ODH_charity_0616:row:1810,10160,u0
1811,ODH_charity_0616:row:1811,10161,u0
1812,ODH_charity_0616:row:1812,10168,l0
1813,ODH_charity_0616:row:1813,10169,u0
1814,ODH_charity_0616:row:1814,10180,u0
1815,ODH_charity_0616:row:1815,10183,u0
1816,ODH_charity_0616:row:1816,10185,u0
1817,ODH_charity_0616:row:1817,10186,u0
